,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Manufacturer
268,Pune,2010,67000,Petrol,Manual,First,19.0,998.0,66.1,5.0,2.0,Maruti
269,Delhi,2016,26000,Diesel,Manual,First,19.64,1461.0,108.45,5.0,10.0,Renault
270,Delhi,2010,120000,Diesel,Manual,First,17.8,1248.0,76.0,5.0,1.65,Fiat
271,Coimbatore,2017,51982,Diesel,Automatic,First,16.55,2993.0,258.0,5.0,45.77,BMW
272,Bangalore,2010,36000,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,3.25,Hyundai
273,Pune,2016,47000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,12.8,Toyota
274,Mumbai,2002,60000,Petrol,Manual,Third,17.3,993.0,60.0,5.0,0.55,Maruti
275,Hyderabad,2018,31025,Diesel,Manual,First,28.4,1248.0,74.0,5.0,7.15,Maruti
276,Pune,2013,105000,Diesel,Manual,Second,12.05,2179.0,120.0,8.0,7.0,Mahindra
277,Pune,2017,121900,Diesel,Manual,First,22.95,1248.0,74.0,5.0,3.75,Tata
278,Mumbai,2017,22695,Petrol,Manual,First,18.88,999.0,123.24,5.0,8.5,Ford
279,Jaipur,2012,73000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,4.35,Maruti
280,Kochi,2016,32227,Petrol,Manual,First,22.74,796.0,47.3,5.0,3.26,Maruti
281,Jaipur,2011,55000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,4.21,Honda
282,Kochi,2018,11287,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,70.36,Audi
283,Mumbai,2009,48000,Diesel,Automatic,Second,17.0,1896.0,105.0,5.0,2.95,Skoda
284,Kochi,2012,54308,Petrol,Manual,First,17.1,1591.0,121.3,5.0,4.28,Hyundai
285,Jaipur,2009,78442,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,3.57,Honda
286,Kolkata,2013,46000,Diesel,Manual,First,21.9,1396.0,88.8,5.0,3.11,Hyundai
287,Coimbatore,2014,45051,Petrol,Automatic,First,15.0,1396.0,98.6,5.0,5.96,Hyundai
288,Hyderabad,2011,69000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,4.7,Volkswagen
289,Ahmedabad,2014,49000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,6.9,Honda
290,Pune,2018,45000,Diesel,Manual,First,22.95,1248.0,74.0,5.0,5.25,Tata
291,Pune,2015,64000,Diesel,Automatic,First,18.48,1995.0,177.0,5.0,28.0,BMW
292,Delhi,2009,60000,Petrol,Manual,First,18.9,1061.0,67.0,5.0,1.35,Maruti
293,Delhi,2015,62178,Petrol,Manual,First,18.2,1199.0,88.7,5.0,4.85,Honda
294,Coimbatore,2012,58006,Diesel,Manual,First,15.0,1896.0,105.0,5.0,6.7,Volkswagen
295,Hyderabad,2010,74000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.1,Hyundai
296,Kochi,2015,77771,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,18.64,Mercedes-Benz
297,Pune,2012,45275,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.8,Hyundai
298,Chennai,2016,48000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,20.25,Toyota
299,Kochi,2015,31652,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,26.78,Audi
300,Hyderabad,2010,109000,Diesel,Manual,Second,12.99,2494.0,100.6,7.0,8.26,Toyota
301,Mumbai,2015,31978,Petrol,Manual,First,16.47,1198.0,73.9,5.0,3.89,Volkswagen
302,Hyderabad,2011,70000,Petrol,Manual,First,20.92,998.0,67.1,5.0,2.1,Maruti
303,Mumbai,2017,15000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,12.69,Honda
304,Coimbatore,2013,59138,Diesel,Manual,First,17.0,1405.0,70.0,5.0,2.58,Tata
305,Kochi,2014,61726,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,20.77,Audi
306,Delhi,2015,48000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,20.26,Mercedes-Benz
307,Chennai,2006,58000,Petrol,Manual,Second,0.0,1086.0,0.0,5.0,1.5,Hyundai
308,Kolkata,2011,60020,Diesel,Manual,First,17.8,1248.0,0.0,5.0,2.5,Maruti
309,Hyderabad,2014,77815,Petrol,Automatic,First,23.1,998.0,67.04,5.0,4.25,Maruti
310,Hyderabad,2017,29000,Diesel,Automatic,First,17.9,2143.0,201.15,5.0,57.0,Mercedes-Benz
311,Delhi,2017,44000,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,44.0,Land
312,Hyderabad,2011,108626,Diesel,Manual,First,20.54,1598.0,103.6,5.0,3.65,Volkswagen
313,Hyderabad,2012,71791,Petrol,Manual,First,14.0,796.0,35.0,5.0,2.05,Maruti
314,Kochi,2012,91931,Petrol,Manual,First,18.5,1198.0,86.8,5.0,3.13,Honda
315,Hyderabad,2000,158000,Diesel,Manual,Second,14.07,2956.0,83.1,7.0,1.5,Tata
316,Pune,2012,91183,Diesel,Manual,First,18.0,1248.0,75.0,5.0,2.85,Tata
317,Delhi,2012,65000,Petrol,Manual,First,18.9,998.0,67.1,5.0,2.65,Maruti
318,Hyderabad,2015,88428,Diesel,Manual,First,16.0,2179.0,140.0,7.0,10.6,Mahindra
319,Pune,2008,138000,Diesel,Manual,Second,17.1,1396.0,70.0,5.0,1.25,Tata
320,Mumbai,2018,18000,Petrol,Manual,First,16.02,1373.0,93.7,7.0,8.25,Maruti
321,Mumbai,2011,60000,Petrol,Automatic,First,11.7,2354.0,177.6,5.0,4.45,Honda
322,Kolkata,2012,48000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,3.7,Maruti
323,Hyderabad,2009,160000,Diesel,Manual,First,17.8,1399.0,68.0,5.0,2.8,Ford
324,Kolkata,2008,40000,Petrol,Manual,First,17.7,1497.0,78.0,5.0,1.8,Honda
325,Kochi,2014,51495,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,21.95,Audi
326,Mumbai,2011,30000,Diesel,Automatic,First,9.52,2993.0,313.0,4.0,49.0,BMW
327,Coimbatore,2017,97430,Diesel,Automatic,First,14.75,2967.0,245.0,7.0,62.67,Audi
328,Pune,2008,42496,CNG,Manual,First,26.3,998.0,67.1,5.0,1.4,Maruti
329,Pune,2012,83000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,5.5,Hyundai
330,Bangalore,2009,37000,Petrol,Automatic,Third,16.95,1197.0,78.9,5.0,2.95,Hyundai
331,Kochi,2016,28503,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,6.86,Honda
332,Hyderabad,2015,76496,Diesel,Manual,First,25.2,1248.0,74.0,5.0,6.15,Maruti
333,Pune,2011,79152,Petrol,Manual,Second,18.5,1197.0,82.85,5.0,3.3,Hyundai
334,Kolkata,2011,32000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,2.55,Volkswagen
335,Ahmedabad,2009,35000,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.5,Maruti
336,Chennai,2004,105000,Petrol,Automatic,Second,11.3,1794.0,125.0,5.0,2.5,Toyota
337,Chennai,2006,56000,Petrol,Manual,Second,19.7,796.0,46.3,5.0,1.4,Maruti
338,Pune,2012,73000,Diesel,Manual,First,21.12,1248.0,88.8,5.0,3.4,Tata
339,Pune,2012,38000,Petrol,Manual,First,19.7,796.0,46.3,5.0,2.25,Maruti
340,Kolkata,2013,775000,Diesel,Automatic,First,19.3,1968.0,141.0,5.0,7.5,Skoda
341,Kolkata,2008,80000,Petrol,Automatic,First,11.3,1794.0,125.0,5.0,2.8,Toyota
342,Coimbatore,2016,24973,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.66,Hyundai
343,Chennai,2016,45000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,7.15,Maruti
344,Delhi,2010,87430,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.5,Honda
345,Hyderabad,2014,133944,Diesel,Manual,Second,18.0,1248.0,75.0,5.0,3.5,Tata
346,Kolkata,2013,57000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,3.45,Honda
347,Coimbatore,2016,27904,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.55,Hyundai
348,Kochi,2015,30717,Diesel,Automatic,Second,21.76,1995.0,190.0,5.0,25.99,BMW
349,Bangalore,2012,80000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,5.25,Hyundai
350,Ahmedabad,2013,47304,Diesel,Manual,First,21.02,1248.0,88.8,5.0,2.9,Tata
351,Jaipur,2005,100000,Petrol,Automatic,First,14.45,1984.0,227.0,5.0,2.05,Skoda
352,Pune,2017,30000,Petrol,Manual,First,24.07,998.0,67.1,5.0,3.75,Maruti
353,Mumbai,2014,68000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,6.75,Ford
354,Kolkata,2011,21000,Petrol,Manual,Second,18.0,995.0,62.0,5.0,0.95,Chevrolet
355,Hyderabad,2017,21000,Diesel,Automatic,First,19.33,1999.0,177.0,5.0,52.0,Jaguar
356,Jaipur,2007,119000,Petrol,Manual,Third,13.1,1997.0,141.1,5.0,3.91,Honda
357,Kochi,2019,13747,Petrol,Automatic,First,14.67,1798.0,177.46,5.0,27.3,Skoda
358,Chennai,2009,620000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.7,Hyundai
359,Delhi,2013,70000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,3.5,Maruti
360,Mumbai,2016,18000,Petrol,Automatic,First,18.5,1197.0,83.14,5.0,6.2,Maruti
361,Chennai,2011,83000,Diesel,Manual,First,23.08,1461.0,63.1,5.0,2.75,Nissan
362,Mumbai,2015,130000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,3.25,Maruti
363,Pune,2012,63400,Diesel,Manual,First,17.8,1399.0,67.0,5.0,3.25,Ford
364,Kolkata,2003,65000,Petrol,Manual,First,17.3,993.0,60.0,5.0,0.65,Maruti
365,Pune,2017,8350,Petrol,Manual,First,13.8,1998.0,192.0,5.0,35.0,Mini
366,Kolkata,2014,45000,Diesel,Manual,First,23.59,1364.0,67.05,5.0,3.25,Toyota
367,Kolkata,2018,26200,Petrol,Manual,First,24.7,796.0,47.3,5.0,2.9,Maruti
368,Bangalore,2011,11000,Petrol,Manual,Third,18.9,796.0,47.0,5.0,2.9,Maruti
369,Bangalore,2009,90000,Diesel,Automatic,Second,11.0,2993.0,235.0,5.0,17.75,BMW
370,Mumbai,2015,74000,Petrol,Automatic,Second,11.07,2496.0,179.5,5.0,8.25,Nissan
371,Coimbatore,2015,37081,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,5.77,Hyundai
372,Hyderabad,2017,39000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9.49,Maruti
373,Mumbai,2008,99000,Diesel,Automatic,Third,12.07,2967.0,241.4,7.0,12.95,Audi
374,Chennai,2015,38000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,20.0,Mercedes-Benz
375,Chennai,2007,72000,Petrol,Manual,Third,16.1,796.0,37.0,4.0,1.0,Maruti
376,Chennai,2015,93000,Diesel,Manual,Second,20.45,1461.0,83.8,5.0,7.1,Renault
377,Mumbai,2017,5900,Diesel,Manual,First,21.43,1364.0,87.2,5.0,16.5,Toyota
378,Chennai,2014,25000,Diesel,Manual,First,15.8,2148.0,170.0,5.0,26.0,Mercedes-Benz
379,Hyderabad,2010,68000,Diesel,Manual,Second,21.1,1248.0,73.9,5.0,3.2,Maruti
380,Kochi,2017,35676,Petrol,Automatic,First,16.0,1497.0,117.3,7.0,9.48,Honda
381,Kochi,2015,74310,Diesel,Manual,First,24.4,1120.0,71.0,5.0,4.0,Hyundai
382,Jaipur,2014,59364,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,26.5,Mercedes-Benz
383,Kochi,2014,41380,Petrol,Automatic,Second,14.8,1595.0,120.7,5.0,11.77,Mercedes-Benz
384,Bangalore,2017,33900,Diesel,Automatic,First,15.0,2143.0,204.0,5.0,37.0,Mercedes-Benz
385,Mumbai,2016,28000,Petrol,Manual,First,17.8,1497.0,117.3,5.0,8.75,Honda
386,Hyderabad,2007,50958,Petrol,Manual,First,17.0,1086.0,0.0,5.0,1.95,Hyundai
387,Chennai,2011,93982,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.75,Honda
388,Pune,2010,95000,Petrol,Manual,First,16.2,1599.0,103.2,5.0,2.5,Hyundai
389,Mumbai,2017,9000,Petrol,Automatic,First,13.5,1999.0,246.74,5.0,34.5,Jaguar
390,Delhi,2015,52516,Petrol,Manual,First,18.0,1198.0,86.7,5.0,4.65,Honda
391,Bangalore,2015,20000,Petrol,Automatic,First,18.86,1598.0,122.0,4.0,32.0,Mini
392,Coimbatore,2017,56451,Diesel,Automatic,First,13.5,2987.0,282.0,5.0,62.81,Mercedes-Benz
393,Chennai,2014,37000,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.25,Hyundai
394,Kolkata,2014,17400,Petrol,Manual,First,20.51,998.0,67.04,5.0,3.1,Maruti
395,Coimbatore,2011,90207,Diesel,Manual,First,21.1,1248.0,73.9,5.0,3.91,Maruti
396,Chennai,2011,89616,Diesel,Automatic,First,16.07,1995.0,181.0,5.0,11.0,BMW
397,Pune,2014,85000,Diesel,Manual,First,13.49,2179.0,138.03,5.0,3.5,Tata
398,Chennai,2014,79271,Diesel,Automatic,First,20.38,1968.0,143.0,5.0,16.5,Audi
399,Hyderabad,2012,56000,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,30.0,Land
400,Pune,2010,85001,Diesel,Automatic,Second,12.0,2987.0,224.0,7.0,28.0,Mercedes-Benz
401,Hyderabad,2018,12000,Diesel,Automatic,First,13.5,2477.0,175.56,7.0,28.0,Mitsubishi
402,Jaipur,2010,125000,Petrol,Manual,First,19.7,796.0,46.3,5.0,0.92,Maruti
403,Pune,2013,53000,Petrol,Manual,First,14.0,1061.0,64.0,5.0,2.75,Maruti
404,Coimbatore,2017,34990,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,53.83,Land
405,Pune,2011,49768,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,4.95,Hyundai
406,Hyderabad,2013,56000,Diesel,Automatic,First,16.73,2993.0,218.0,5.0,33.5,BMW
407,Bangalore,2013,75000,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,27.95,Jaguar
408,Hyderabad,2010,57000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,7.25,Skoda
409,Kochi,2017,37542,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,25.71,Audi
410,Coimbatore,2014,95649,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,29.67,Land
411,Jaipur,2013,35299,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,19.0,Mercedes-Benz
412,Kochi,2017,28464,Diesel,Manual,First,15.4,2179.0,120.0,7.0,13.05,Mahindra
413,Mumbai,2015,41000,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,25.5,BMW
414,Pune,2017,9000,Petrol,Manual,First,15.4,1497.0,117.3,7.0,8.5,Honda
415,Chennai,2010,92098,Diesel,Automatic,Second,16.0,2400.0,215.0,5.0,7.25,Volvo
416,Pune,2005,5834,Petrol,Manual,First,13.2,1495.0,94.0,5.0,0.8,Hyundai
417,Jaipur,2017,40250,Petrol,Manual,First,17.19,1197.0,81.86,5.0,6.9,Hyundai
418,Coimbatore,2018,22397,Petrol,Automatic,First,11.5,2996.0,367.0,5.0,70.99,Mercedes-Benz
419,Kolkata,2015,20800,Petrol,Manual,Second,21.1,814.0,55.2,5.0,2.25,Hyundai
420,Kochi,2018,40322,Petrol,Manual,First,18.9,1197.0,81.86,5.0,5.5,Hyundai
421,Mumbai,2013,52576,Petrol,Manual,First,13.0,1493.0,100.0,5.0,4.35,Honda
422,Kolkata,2010,55000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,2.25,Volkswagen
423,Mumbai,2016,47000,Petrol,Automatic,First,15.26,1798.0,187.74,5.0,24.5,Audi
424,Hyderabad,2010,42021,Diesel,Manual,First,0.0,1968.0,0.0,5.0,5.45,Volkswagen
425,Coimbatore,2017,23163,Petrol,Manual,First,15.29,1591.0,121.3,5.0,12.03,Hyundai
426,Mumbai,2011,50000,Petrol,Automatic,Second,11.74,1796.0,186.0,5.0,8.5,Mercedes-Benz
427,Mumbai,2014,11900,Petrol,Automatic,First,16.82,1998.0,189.08,4.0,28.5,Mini
428,Pune,2006,108000,Petrol,Manual,Second,17.0,1086.0,0.0,5.0,1.2,Hyundai
429,Bangalore,2013,37000,Diesel,Manual,First,23.59,1364.0,67.04,5.0,5.75,Toyota
430,Delhi,2014,30000,Petrol,Manual,Second,19.4,1198.0,86.8,5.0,3.2,Honda
431,Coimbatore,2018,12831,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,9.89,Maruti
432,Coimbatore,2012,143017,Diesel,Automatic,First,20.0,1968.0,138.1,5.0,6.58,Skoda
433,Kochi,2018,13102,Petrol,Manual,First,21.1,814.0,55.2,5.0,4.06,Hyundai
434,Coimbatore,2019,24950,Diesel,Manual,First,20.37,1461.0,108.45,5.0,13.37,Renault
435,Coimbatore,2011,57832,Diesel,Automatic,First,16.2,2993.0,258.0,5.0,25.82,BMW
436,Kochi,2016,34267,Petrol,Manual,First,22.74,796.0,47.3,5.0,3.74,Maruti
437,Bangalore,2015,33000,Diesel,Automatic,Second,16.8,1984.0,150.0,5.0,22.0,Volvo
438,Ahmedabad,2007,55100,Petrol,Manual,First,18.9,998.0,67.1,5.0,1.45,Maruti
439,Kolkata,2008,40000,Petrol,Manual,First,17.7,1497.0,78.0,5.0,2.0,Honda
440,Kochi,2017,31841,CNG,Manual,First,15.1,1196.0,73.0,5.0,4.7,Maruti
441,Kolkata,2014,15000,Petrol,Manual,First,13.7,1399.0,98.79,8.0,3.75,Chevrolet
442,Coimbatore,2016,82756,Diesel,Manual,First,15.96,2523.0,62.1,7.0,7.7,Mahindra
443,Coimbatore,2012,50243,Petrol,Manual,First,0.0,1086.0,0.0,5.0,3.35,Hyundai
444,Hyderabad,2014,20600,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.6,Hyundai
445,Coimbatore,2017,29952,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,13.77,Hyundai
446,Mumbai,2017,15000,Petrol,Manual,Second,16.09,1598.0,103.5,5.0,7.1,Volkswagen
447,Pune,2008,61938,Petrol,Automatic,Second,12.9,1799.0,130.0,5.0,2.65,Honda
448,Hyderabad,2014,67000,Diesel,Manual,First,22.3,1248.0,74.0,5.0,2.5,Tata
449,Kochi,2013,61672,Diesel,Manual,First,16.0,2179.0,140.0,7.0,7.53,Mahindra
450,Coimbatore,2017,26185,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.98,Hyundai
451,Bangalore,2014,38000,Diesel,Automatic,Second,14.16,1968.0,174.3,5.0,39.0,Audi
452,Chennai,2011,67000,Petrol,Manual,Second,18.5,1197.0,85.8,5.0,2.25,Maruti
453,Chennai,2010,66000,Petrol,Manual,Second,13.17,1999.0,114.0,5.0,3.85,Mitsubishi
454,Hyderabad,2015,80883,Diesel,Manual,First,12.8,2494.0,102.0,7.0,13.5,Toyota
455,Hyderabad,2016,80219,Diesel,Manual,First,27.62,793.0,47.0,5.0,3.5,Maruti
456,Delhi,2018,12923,Diesel,Manual,First,25.1,1248.0,88.5,5.0,8.92,Maruti
457,Coimbatore,2016,86642,Diesel,Automatic,First,15.17,1968.0,181.0,5.0,20.37,Audi
458,Bangalore,2016,19235,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,36.5,BMW
459,Coimbatore,2016,51002,Diesel,Automatic,First,11.33,4134.0,335.2,7.0,48.91,Audi
460,Pune,2016,6800,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.2,Hyundai
461,Hyderabad,2012,82749,Diesel,Manual,First,19.01,1461.0,108.45,5.0,5.99,Renault
462,Pune,2016,51000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,5.25,Hyundai
463,Delhi,2014,31465,Diesel,Manual,First,22.7,1498.0,89.84,5.0,6.5,Ford
464,Hyderabad,2013,76476,Petrol,Manual,First,16.47,1198.0,73.9,5.0,4.4,Volkswagen
465,Kolkata,2017,14000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,4.6,Hyundai
466,Ahmedabad,2013,47000,Diesel,Manual,First,21.12,1248.0,88.8,5.0,2.95,Tata
467,Kolkata,2011,48466,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.26,Honda
468,Bangalore,2008,46000,Petrol,Manual,Second,17.92,1086.0,62.1,5.0,2.22,Hyundai
469,Hyderabad,2012,162663,Diesel,Manual,First,12.99,2494.0,100.0,7.0,10.5,Toyota
470,Coimbatore,2017,25142,Diesel,Manual,First,28.09,1248.0,88.5,5.0,8.26,Maruti
471,Delhi,2013,69000,Diesel,Manual,First,12.55,2982.0,169.0,7.0,14.45,Toyota
472,Chennai,2009,80524,Petrol,Manual,Second,15.3,1596.0,0.0,5.0,2.5,Ford
473,Kochi,2018,26405,Petrol,Automatic,First,12.6,1950.0,191.34,5.0,51.43,Mercedes-Benz
474,Chennai,2014,45000,Diesel,Manual,First,15.8,2148.0,170.0,5.0,23.0,Mercedes-Benz
475,Kolkata,2012,64284,Diesel,Manual,First,17.72,1968.0,108.49,5.0,5.5,Skoda
476,Delhi,2015,27000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,4.5,Hyundai
477,Hyderabad,2018,3678,Petrol,Manual,First,18.16,1196.0,86.8,5.0,6.8,Ford
478,Mumbai,2013,21000,Petrol,Manual,First,16.8,1395.0,138.02,5.0,8.75,Skoda
479,Mumbai,2015,67000,Diesel,Manual,Second,19.87,1461.0,83.8,5.0,7.0,Renault
480,Delhi,2015,24000,Diesel,Automatic,Second,15.68,1999.0,177.0,5.0,33.5,Land
481,Chennai,2011,75000,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,2.25,Ford
482,Hyderabad,2008,179000,Diesel,Automatic,Second,12.8,2953.0,156.0,7.0,4.24,Ford
483,Coimbatore,2017,47198,Diesel,Manual,First,12.55,2982.0,168.5,7.0,28.42,Toyota
484,Kolkata,2012,52000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,2.75,Volkswagen
485,Jaipur,2011,91000,Diesel,Manual,First,23.2,1248.0,73.94,5.0,3.0,Maruti
486,Pune,2013,60000,Diesel,Manual,First,23.08,1461.0,63.1,5.0,3.55,Nissan
487,Kolkata,2013,37873,Diesel,Manual,First,22.32,1582.0,126.32,5.0,4.8,Hyundai
488,Kolkata,2011,31000,Petrol,Automatic,First,10.8,2497.0,150.0,5.0,13.5,BMW
489,Pune,2017,129000,Diesel,Automatic,First,11.0,2987.0,258.0,7.0,56.0,Mercedes-Benz
490,Hyderabad,2004,78000,Petrol,Automatic,First,12.0,2354.0,187.4,5.0,3.99,Honda
491,Bangalore,2016,32000,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,15.5,Hyundai
492,Jaipur,2010,59000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,2.32,Hyundai
493,Kochi,2016,35437,Diesel,Automatic,First,20.0,2143.0,136.0,5.0,18.58,Mercedes-Benz
494,Jaipur,2014,98000,Petrol,Manual,First,16.02,1373.0,93.7,7.0,5.5,Maruti
495,Chennai,2006,72000,Diesel,Manual,Second,18.7,1896.0,66.0,5.0,3.2,Skoda
496,Pune,2015,79000,Petrol,Manual,First,18.0,1198.0,86.7,5.0,4.0,Honda
497,Chennai,2004,29000,Petrol,Manual,First,17.3,993.0,60.0,5.0,1.6,Maruti
498,Kochi,2013,66012,Petrol,Manual,First,15.5,1586.0,103.3,5.0,4.15,Maruti
499,Mumbai,2014,35000,Petrol,Automatic,First,16.5,1198.0,86.8,5.0,4.25,Honda
500,Ahmedabad,2011,75000,Petrol,Manual,First,18.9,998.0,67.1,5.0,2.6,Maruti
501,Mumbai,2008,80000,Petrol,Automatic,Second,12.1,2362.0,164.7,5.0,3.43,Toyota
502,Kochi,2012,32717,Petrol,Manual,First,18.6,1199.0,79.4,5.0,2.55,Chevrolet
503,Delhi,2017,25000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,32.0,Toyota
504,Mumbai,2014,79000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,6.25,Ford
505,Hyderabad,2010,86000,Diesel,Manual,Second,17.8,1248.0,75.0,5.0,3.6,Maruti
506,Pune,2010,137000,Diesel,Automatic,First,13.5,2987.0,282.0,5.0,18.5,Mercedes-Benz
507,Mumbai,2015,25000,Petrol,Manual,Second,17.3,1497.0,117.3,7.0,4.25,Honda
508,Mumbai,2017,8500,Petrol,Manual,Second,18.9,1197.0,82.0,5.0,4.8,Hyundai
509,Bangalore,2015,34000,Diesel,Automatic,First,16.0,2179.0,140.0,7.0,13.0,Mahindra
510,Pune,2012,41629,Petrol,Manual,Second,14.83,1598.0,105.0,5.0,2.25,Skoda
511,Hyderabad,2009,80227,Petrol,Manual,First,17.92,1086.0,62.1,5.0,2.3,Hyundai
512,Kochi,2019,8587,Petrol,Manual,First,15.29,1591.0,121.3,5.0,13.56,Hyundai
513,Delhi,2017,30000,Diesel,Manual,First,15.4,1997.0,120.0,7.0,12.25,Mahindra
514,Pune,2013,64186,Diesel,Manual,First,20.5,1598.0,103.5,5.0,3.76,Skoda
515,Coimbatore,2015,76427,Diesel,Manual,First,19.01,1461.0,108.45,5.0,8.58,Renault
516,Hyderabad,2011,75000,Diesel,Automatic,First,11.7,2993.0,245.0,5.0,27.5,BMW
517,Coimbatore,2013,27075,Petrol,Manual,First,17.6,1496.0,88.73,5.0,4.95,Toyota
518,Ahmedabad,2012,30000,Petrol,Manual,First,22.5,998.0,67.04,5.0,3.3,Maruti
519,Chennai,2016,69434,Petrol,Manual,First,15.8,1591.0,121.3,5.0,8.0,Hyundai
520,Jaipur,2014,56000,Petrol,Manual,First,23.1,998.0,67.04,5.0,2.79,Maruti
521,Coimbatore,2017,49275,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,45.64,Land
522,Pune,2014,8700,Petrol,Manual,First,18.6,1199.0,76.8,5.0,2.55,Chevrolet
523,Ahmedabad,2014,18000,Petrol,Manual,Second,25.4,624.0,37.5,4.0,1.0,Tata
524,Coimbatore,2017,41041,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,37.56,Audi
525,Kochi,2009,80464,Diesel,Automatic,Second,11.0,2987.0,198.5,5.0,9.29,Mercedes-Benz
526,Kochi,2019,20667,Petrol,Manual,First,22.0,1197.0,81.8,5.0,6.37,Maruti
527,Coimbatore,2013,60283,Petrol,Manual,First,14.6,1368.0,112.0,5.0,2.98,Fiat
528,Kochi,2017,31696,Petrol,Manual,First,20.4,1197.0,81.8,5.0,5.75,Maruti
529,Hyderabad,2010,100000,Diesel,Manual,First,11.5,2982.0,171.0,7.0,13.0,Toyota
530,Mumbai,2014,13361,Petrol,Manual,First,16.02,1373.0,93.7,7.0,6.8,Maruti
531,Coimbatore,2010,48394,Petrol,Automatic,First,12.05,1995.0,154.0,5.0,10.49,BMW
532,Jaipur,2014,47399,Petrol,Manual,First,16.02,1373.0,93.7,7.0,5.6,Maruti
533,Mumbai,2010,69000,Petrol,Automatic,Second,16.8,1497.0,118.0,5.0,2.85,Honda
534,Coimbatore,2013,65278,Diesel,Manual,First,14.66,2199.0,194.3,7.0,8.36,Hyundai
535,Jaipur,2005,108000,Diesel,Manual,First,17.0,1405.0,70.0,5.0,1.0,Tata
536,Kolkata,2010,50645,Petrol,Automatic,Second,10.93,2497.0,204.0,5.0,10.75,Mercedes-Benz
537,Hyderabad,2011,130002,Diesel,Manual,First,19.3,1248.0,73.9,5.0,3.85,Maruti
